,Size & Momentum(2X3) Big - Down,Size & Momentum(2X3) Big - Medium,Size & Momentum(2X3x) BIg - Up,Size & Momentum(2X3) Small - Down,Size & Momentum(2X3) Small - Medium,Size & Momentum(2X3) Small - Up,UMD
2009-08-31 00:00:00,-1.64,-0.51,-1.62,-1.15,-1.05,-1.41,-0.1200000000000001
2009-09-01 00:00:00,1.03,1.52,3.07,-0.13,0.39,-0.03,1.07
2009-09-02 00:00:00,-0.79,-0.57,-0.46,0,0.17,0.45,0.39
2009-09-03 00:00:00,1.19,0.08,-1.27,0.28,0.36,0.03,-1.355
2009-09-04 00:00:00,0.24,-0.26,-0.8,0.45,0.5,0.18,-0.655
2009-09-07 00:00:00,-1.08,-0.12,1.28,0.99,1.3,2.13,1.75
2009-09-08 00:00:00,-0.4,1.08,0.93,-0.03,0.61,0.91,1.135
2009-09-09 00:00:00,-0.12,-0.67,-1.47,-0.77,-0.56,-1.34,-0.96
2009-09-10 00:00:00,3.17,2.38,1.23,0.72,1.02,1,-0.8299999999999998
2009-09-11 00:00:00,1.15,0.47,-0.41,0.81,0.28,0.45,-0.96
2009-09-14 00:00:00,0.25,-0.72,-2.31,-0.62,-0.14,-0.15,-1.045
2009-09-15 00:00:00,0.53,1,1.87,0.65,0.47,0.43,0.56
2009-09-16 00:00:00,0.8,1.83,2.21,0,0.01,0.72,1.065
2009-09-17 00:00:00,0.6,0.71,0.58,-0.1,-0.22,-0.72,-0.32
2009-09-18 00:00:00,0.93,0.36,-0.1,0.3,0.14,-0.11,-0.72
2009-09-21 00:00:00,0.15,-0.17,-0.74,0.22,0.27,0.6,-0.255
2009-09-22 00:00:00,-0.01,1.03,3.09,0.64,0.95,0.94,1.6999999999999997
2009-09-23 00:00:00,-0.54,-0.8,-0.12,-1.01,-1.21,-1.58,-0.07500000000000007
2009-09-24 00:00:00,-0.73,-0.93,-1.54,-1.88,-1.63,-1.75,-0.3400000000000001
2009-09-25 00:00:00,-0.32,-0.24,0.28,-0.51,-0.6,-0.48,0.31500000000000006
2009-09-28 00:00:00,-0.27,-1.06,-1.21,-1.5,-1.15,-1.26,-0.34999999999999987
2009-09-29 00:00:00,1.02,0.87,0.56,0.04,0.09,0.24,-0.13
2009-09-30 00:00:00,-1.55,-0.53,-1.46,-1.18,-1.11,-0.93,0.16999999999999993
2009-10-01 00:00:00,-0.85,-1.29,-3.06,-0.44,-0.39,-0.42,-1.095
2009-10-02 00:00:00,-0.85,-1.29,-3.06,-0.44,-0.39,-0.42,-1.095
2009-10-05 00:00:00,-0.72,-2.35,-3.26,-0.5,-0.39,-0.58,-1.31
2009-10-06 00:00:00,-0.38,-0.76,-0.27,-0.52,0.07,-2.49,-0.9300000000000002
2009-10-07 00:00:00,0.79,1.08,-2.87,0.5,0.11,-0.46,-2.31
2009-10-08 00:00:00,0.17,1.23,1.74,0.33,0.3,1.08,1.1600000000000001
2009-10-09 00:00:00,0.93,1.45,3.57,1.31,0.81,1.61,1.4699999999999998
2009-10-12 00:00:00,-0.04,-0.43,-0.48,0.67,0.28,0.91,-0.09999999999999998
2009-10-13 00:00:00,-0.98,-0.9,-0.03,-0.11,-0.02,-0.49,0.28500000000000003
2009-10-14 00:00:00,0.94,1.36,1.41,-0.02,0.41,0.16,0.32499999999999996
2009-10-15 00:00:00,0.68,0.87,0,-0.5,0.05,-0.29,-0.23500000000000001
2009-10-16 00:00:00,-0.34,-0.18,-3.23,-0.23,-0.65,-1.11,-1.8849999999999998
2009-10-19 00:00:00,0.3,0.44,0.82,0.07,0.26,-0.47,-0.010000000000000009
2009-10-20 00:00:00,1.17,0.63,-0.02,-0.62,-0.09,0.16,-0.20499999999999996
2009-10-21 00:00:00,-0.37,0,-0.82,-0.57,-0.38,0.18,0.15000000000000002
2009-10-22 00:00:00,-1.31,-1.56,-1.24,-0.37,-0.86,-0.93,-0.24499999999999988
2009-10-23 00:00:00,-0.64,-0.16,2.82,0.23,0.47,-0.05,1.59
2009-10-26 00:00:00,0.5,0.92,1.66,-0.45,-0.15,0.35,0.9799999999999999
2009-10-27 00:00:00,-1.27,-0.27,-0.13,-0.47,-0.89,-0.97,0.31999999999999995
2009-10-28 00:00:00,-2.3,-2.16,-3.06,-2.2,-2.23,-2.6,-0.5800000000000001
2009-10-29 00:00:00,-1.64,-2.08,-0.35,-1.07,-1.2,-1.59,0.385
2009-10-30 00:00:00,0.15,-0.26,-0.63,1.76,0.8,1.14,-0.7
2009-11-02 00:00:00,-0.52,-1.43,-2.62,-0.72,-0.93,-1.8,-1.5899999999999999
2009-11-03 00:00:00,-0.65,-0.26,-1.74,0.08,0.06,-0.1,-0.635
2009-11-04 00:00:00,1.5,1.77,3.23,0.27,1.07,1.06,1.26
2009-11-05 00:00:00,-1.54,-1.77,-1.98,-0.54,-0.64,-0.67,-0.2849999999999999
2009-11-06 00:00:00,0.33,1.54,1.89,0.22,0.76,0.81,1.0750000000000002
2009-11-09 00:00:00,0.28,0.32,0.13,0.36,0.72,0.61,0.04999999999999999
2009-11-10 00:00:00,0.02,0.55,0.12,-0.67,-0.41,-0.62,0.07500000000000001
2009-11-11 00:00:00,0.88,0.87,0.45,-0.2,0.01,0.38,0.07500000000000007
2009-11-12 00:00:00,-1.01,-1.37,-1.98,-0.25,-0.09,-0.26,-0.4900000000000001
2009-11-13 00:00:00,-0.46,0.25,-0.59,-0.95,-0.37,-0.62,0.09999999999999998
2009-11-16 00:00:00,0.83,1.62,0.1,-0.7,-0.47,-0.92,-0.47500000000000003
2009-11-17 00:00:00,-0.06,-0.42,-1.13,-0.49,-0.59,-0.69,-0.6349999999999999
2009-11-18 00:00:00,-0.08,1.52,1.48,0.35,-0.06,0.33,0.77
2009-11-19 00:00:00,0.4,1.04,2.11,0.95,0.31,0.64,0.7
2009-11-20 00:00:00,0.63,-0.27,0.13,0.65,0.59,0.61,-0.27
2009-11-23 00:00:00,-0.13,0.07,-0.8,0.36,0.52,0.63,-0.2
2009-11-24 00:00:00,-0.44,-0.89,-1.08,-0.48,-0.31,-1.58,-0.8700000000000001
2009-11-25 00:00:00,0.2,0.36,0.47,-0.41,-0.21,0.01,0.345
2009-11-26 00:00:00,-0.69,-0.82,-1.03,-0.2,0.06,-0.42,-0.28
2009-11-27 00:00:00,-4.37,-4.71,-5.53,-3.23,-4.01,-5.15,-1.54
2009-11-30 00:00:00,1.34,1.98,3.94,1.53,2.06,2.49,1.7799999999999998
2009-12-01 00:00:00,0.09,1.1,1.52,0.75,0.69,0.98,0.8300000000000001
2009-12-02 00:00:00,0.57,1.59,1.92,1.2,0.97,1.71,0.9299999999999999
2009-12-03 00:00:00,1.4,1.6,1.24,0.57,0.54,1.19,0.22999999999999998
2009-12-04 00:00:00,0.99,0.46,0.47,0.86,0.59,0.9,-0.24
2009-12-07 00:00:00,0.71,0.54,0.27,0.66,0.69,0.75,-0.17500000000000004
2009-12-08 00:00:00,-0.11,-0.36,-0.35,-0.08,-0.02,-0.06,-0.10999999999999999
2009-12-09 00:00:00,0.49,0.11,0.78,0.28,0.16,0.21,0.10999999999999999
2009-12-10 00:00:00,1.48,1.11,0.84,0.19,0.48,0.81,-0.010000000000000009
2009-12-11 00:00:00,0.15,0.3,0.3,0.96,0.84,1.52,0.3550000000000001
2009-12-14 00:00:00,0.4,0.48,0.61,0.76,1.33,1.78,0.615
2009-12-15 00:00:00,0.06,0.11,0.03,-0.23,0.52,0.47,0.335
2009-12-16 00:00:00,-0.07,0.02,-0.23,0.54,0.7,0.84,0.06999999999999998
2009-12-17 00:00:00,-0.28,-1.35,-0.82,0.78,0.34,0.59,-0.365
2009-12-18 00:00:00,-0.53,0.48,-0.38,0.7,0.43,0.69,0.07
2009-12-21 00:00:00,-0.4,-0.14,0.08,0.46,0.49,1.38,0.7
2009-12-22 00:00:00,0.7,0.75,0.28,-1.3,-0.51,-0.73,0.07500000000000007
2009-12-23 00:00:00,-0.2,0.46,0.52,-0.84,-0.62,-1.18,0.19000000000000006
2009-12-24 00:00:00,1.19,1.07,1.64,-0.03,0.16,0.82,0.65
2009-12-25 00:00:00,1.19,1.07,1.64,-0.03,0.16,0.82,0.65
2009-12-28 00:00:00,1.37,-0.2,-0.41,-1.31,-0.45,-0.86,-0.665
2009-12-29 00:00:00,-1.36,-0.65,-0.3,-0.66,-0.51,-0.22,0.75
2009-12-30 00:00:00,0.06,1.02,0.69,0.76,1.17,1.8,0.8350000000000001
2009-12-31 00:00:00,0.06,1.02,0.69,0.76,1.17,1.8,0.8350000000000001
2010-01-01 00:00:00,0.06,1.02,0.69,0.76,1.17,1.8,0.8350000000000001
2010-01-04 00:00:00,0.56,1.03,1.04,1.51,1.75,2.5,0.7349999999999999
2010-01-05 00:00:00,-0.09,0.55,-2.3,1.07,1.08,1.2,-1.04
2010-01-06 00:00:00,1.24,0.56,1.18,0.58,0.86,0.68,0.020000000000000018
2010-01-07 00:00:00,1.2,-2.13,-2.33,0.14,-0.14,-0.15,-1.91
2010-01-08 00:00:00,1.26,0.4,0.47,0.44,0.68,-0.01,-0.62
2010-01-11 00:00:00,0.57,-0.21,-0.72,1.15,0.72,0.63,-0.9049999999999998
2010-01-12 00:00:00,-0.19,0.39,0.37,0.2,0.05,-0.06,0.15
2010-01-13 00:00:00,-1.25,-2.03,-1.07,-1.22,-0.67,-0.98,0.20999999999999996
2010-01-14 00:00:00,0.57,1.13,0.86,0.49,0.73,1.07,0.43500000000000005
2010-01-15 00:00:00,2.01,0.37,1.16,0.9,1.27,1.05,-0.34999999999999987
2010-01-18 00:00:00,1.28,0.21,0.41,0.28,0.79,0.26,-0.44500000000000006
2010-01-19 00:00:00,1,-0.28,-1.07,-0.07,-0.32,-0.18,-1.0899999999999999
2010-01-20 00:00:00,1,0.25,-1.08,-0.25,0.08,-0.79,-1.31
2010-01-21 00:00:00,-0.35,0.62,1.3,0.58,0.57,0.8,0.935
2010-01-22 00:00:00,-1.55,-2.91,-1.31,-0.15,0.11,0.18,0.2849999999999999
2010-01-25 00:00:00,-2.41,-0.12,-0.8,-1.3,-1.28,-1.6,0.6549999999999998
2010-01-26 00:00:00,-1.18,-2.07,-2.81,-1.75,-1.71,-1.45,-0.665
2010-01-27 00:00:00,0.43,-1.56,-0.41,-1.33,-1.1,-0.7,-0.10499999999999987
2010-01-28 00:00:00,-0.23,1.48,1.71,-0.43,-0.33,0.2,1.285
2010-01-29 00:00:00,-2.21,-2.77,-2.29,-3.1,-2.98,-3.46,-0.21999999999999975
2010-02-01 00:00:00,0.31,-0.1,0.93,0.57,1.14,1.62,0.8350000000000002
2010-02-02 00:00:00,-0.61,-0.13,-1.84,0.8,0.65,0.45,-0.79
2010-02-03 00:00:00,1.09,1.39,1.35,1.18,1.12,1.81,0.44500000000000006
2010-02-04 00:00:00,0.72,-0.7,0.77,0.78,0.73,0.9,0.08499999999999996
2010-02-05 00:00:00,-2.67,-3.36,-3.04,-2.6,-2.73,-3.17,-0.4700000000000002
2010-02-08 00:00:00,-0.86,-0.88,-1.27,-0.57,-0.76,-2.31,-1.0750000000000002
2010-02-09 00:00:00,0.27,1.57,1.4,-0.18,0.25,0.78,1.045
2010-02-10 00:00:00,-0.28,0.17,-0.32,-0.09,0.44,0.43,0.24
2010-02-11 00:00:00,2.27,1.56,1.6,0.97,1.28,1.46,-0.09000000000000008
2010-02-12 00:00:00,0.43,-0.74,0.01,0.9,1.14,1.42,0.04999999999999993
2010-02-15 00:00:00,0.43,-0.74,0.01,0.9,1.14,1.42,0.04999999999999993
2010-02-16 00:00:00,0.12,0.61,0.71,1.34,0.87,0.78,0.015000000000000013
2010-02-17 00:00:00,1.02,2.05,1.49,0.89,0.84,1.37,0.4750000000000001
2010-02-18 00:00:00,-0.26,-0.53,-0.38,0.71,0.2,-0.04,-0.43499999999999994
2010-02-19 00:00:00,-1.62,-1.77,-1.86,-0.71,-0.94,-1.45,-0.49
2010-02-22 00:00:00,1.85,2.06,2.4,1.54,1.58,1.49,0.24999999999999978
2010-02-23 00:00:00,0.2,-0.17,0.61,0.66,0.82,0.19,-0.030000000000000027
2010-02-24 00:00:00,-0.68,-1.33,-0.61,-0.21,0.23,0.37,0.325
2010-02-25 00:00:00,-1.69,-1.67,-1.32,-1.48,-1.33,-1.71,0.06999999999999984
2010-02-26 00:00:00,0.29,0.48,0.62,-0.48,-0.16,0.3,0.5549999999999999
2010-03-01 00:00:00,0.29,0.48,0.62,-0.48,-0.16,0.3,0.5549999999999999
2010-03-02 00:00:00,0.82,1.62,0.87,-0.46,0.32,0.67,0.5900000000000001
2010-03-03 00:00:00,0.45,0.26,0.99,-0.34,0.27,-0.32,0.27999999999999997
2010-03-04 00:00:00,-0.14,-0.41,-0.11,-0.53,-0.25,-0.26,0.15000000000000002
2010-03-05 00:00:00,1.11,1.06,0.78,0.04,0.64,0.9,0.265
2010-03-08 00:00:00,1.52,1.81,1.1,0.81,0.95,1.67,0.21999999999999997
2010-03-09 00:00:00,0.58,0.11,-0.49,-0.4,-0.19,0.24,-0.21499999999999997
2010-03-10 00:00:00,-0.1,0.02,0.28,-0.33,0.17,0.66,0.685
2010-03-11 00:00:00,0.17,-0.44,-0.52,-0.24,0.01,0.2,-0.125
2010-03-12 00:00:00,0.96,0.38,-0.12,0.76,0.32,0.62,-0.61
2010-03-15 00:00:00,-0.41,-1.06,-0.45,0.31,-0.14,-0.44,-0.395
2010-03-16 00:00:00,-0.23,-0.22,0.39,0.52,0.94,0.78,0.43999999999999995
2010-03-17 00:00:00,1.03,2.4,2.09,-0.11,0.81,0.44,0.8049999999999999
2010-03-18 00:00:00,-0.54,-0.53,-0.01,0,0.09,0.87,0.7
2010-03-19 00:00:00,0.78,0.5,0.93,0.41,0.24,0.13,-0.06499999999999995
2010-03-22 00:00:00,-0.69,-1.16,0.09,0.06,-0.09,-0.3,0.20999999999999996
2010-03-23 00:00:00,0.54,0.6,0.45,-0.23,0.24,0.23,0.185
2010-03-24 00:00:00,-0.64,0.15,-0.16,-1.45,-1.12,-1.68,0.125
2010-03-25 00:00:00,-0.23,0.7,0.34,-0.21,-0.01,0.01,0.395
2010-03-26 00:00:00,0.8,0.48,0.45,0.19,1.26,1.25,0.355
2010-03-29 00:00:00,-0.28,-0.4,-0.38,-0.91,-0.72,-1.01,-0.10000000000000009
2010-03-30 00:00:00,0.31,0.23,0.91,0.61,0.44,0.04,0.015000000000000069
2010-03-31 00:00:00,-0.34,-0.5,-0.29,-0.51,-0.07,-0.34,0.11000000000000004
2010-04-01 00:00:00,0.43,1.57,2.15,0.29,0.99,0.72,1.0750000000000002
2010-04-02 00:00:00,-0.99,0.3,0.83,-0.26,-0.1,-0.16,0.96
2010-04-05 00:00:00,-1.37,0.26,0.26,-1.31,-0.7,-1.63,0.6550000000000001
2010-04-06 00:00:00,0.76,0.14,-0.36,-0.02,0.59,-0.01,-0.5549999999999999
2010-04-07 00:00:00,1.01,-0.19,-0.05,1.35,0.94,1.44,-0.4850000000000002
2010-04-08 00:00:00,0.16,0.43,0.61,0.35,0.5,0.4,0.25
2010-04-09 00:00:00,-0.62,-0.75,-0.17,-0.06,0.56,0.02,0.26499999999999996
2010-04-12 00:00:00,0.03,-0.76,-1.53,-0.69,-0.27,-0.36,-0.6150000000000001
2010-04-13 00:00:00,-0.57,-0.27,0.81,-0.38,-0.14,-0.25,0.755
2010-04-14 00:00:00,1.05,1.58,1.2,0.78,0.81,0.99,0.17999999999999994
2010-04-15 00:00:00,0.84,0.55,0.12,0.48,0.4,-0.26,-0.73
2010-04-16 00:00:00,-0.39,-0.6,-0.49,-0.03,-0.05,0.06,-0.004999999999999977
2010-04-19 00:00:00,-1.41,-1.89,-1.52,-0.05,-0.35,-0.04,-0.050000000000000044
2010-04-20 00:00:00,0.94,0.39,1.43,0.4,1.63,1.29,0.69
2010-04-21 00:00:00,0.89,1.64,2.21,0.51,0.45,1.47,1.14
2010-04-22 00:00:00,-0.36,-0.68,-0.13,0.24,0.27,0.2,0.095
2010-04-23 00:00:00,-0.73,-0.18,0.24,-0.6,-0.52,-0.64,0.465
2010-04-26 00:00:00,0.29,0.73,1.43,0.11,0.26,0.3,0.665
2010-04-27 00:00:00,-0.25,0.01,-0.27,-0.08,0.1,0.27,0.165
2010-04-28 00:00:00,-1.56,-1.25,0.17,-0.74,-0.48,-0.72,0.875
2010-04-29 00:00:00,-0.73,-0.53,0.35,-0.55,0.26,0.39,1.01
2010-04-30 00:00:00,0.37,0.84,0.89,0.33,0.45,0.79,0.4900000000000001
2010-05-03 00:00:00,-0.76,-1.16,-1.29,-0.79,-0.67,-0.58,-0.16000000000000003
2010-05-04 00:00:00,-0.38,-0.54,0.21,0.31,0.1,-0.02,0.13
2010-05-05 00:00:00,-0.38,-0.54,0.21,0.31,0.1,-0.02,0.13
2010-05-06 00:00:00,-2.52,-1.75,-2.14,-1.54,-1.53,-2,-0.040000000000000036
2010-05-07 00:00:00,-1.9,-2.3,-2.09,-2.67,-2.27,-2.35,0.06500000000000039
2010-05-10 00:00:00,2.11,2.02,1.81,1.85,1.95,2.58,0.2150000000000003
2010-05-11 00:00:00,0.25,-1.05,-0.12,0.42,0.36,0.58,-0.10499999999999998
2010-05-12 00:00:00,-0.62,-0.85,0.19,-0.09,-0.36,0.01,0.45499999999999996
2010-05-13 00:00:00,1.07,1.48,2.69,1.1,1.24,1.57,1.045
2010-05-14 00:00:00,-0.1,-0.14,0.48,-0.22,0.32,0.71,0.755
2010-05-17 00:00:00,-3.02,-2.54,-2.45,-3.11,-2.06,-1.8,0.94
2010-05-18 00:00:00,0.55,0.09,-1.51,-1.24,-0.95,-1.84,-1.33
2010-05-19 00:00:00,-1.07,-0.92,-0.63,-1.33,-0.78,-1.01,0.3800000000000001
2010-05-20 00:00:00,-2.42,-1.82,-1.9,-3.67,-2.77,-3.88,0.15500000000000025
2010-05-21 00:00:00,-2.42,-1.82,-1.9,-3.67,-2.77,-3.88,0.15500000000000025
2010-05-24 00:00:00,-0.73,0.96,0.15,-1.07,-1.05,-0.84,0.555
2010-05-25 00:00:00,-3.85,-3.02,-2.35,-5.82,-5.15,-6.8,0.2599999999999998
2010-05-26 00:00:00,0.65,0.82,1.65,1.76,1.9,2.73,0.9849999999999999
2010-05-27 00:00:00,1.62,1.07,2.2,2.49,1.98,3,0.5449999999999999
2010-05-28 00:00:00,1.28,1.32,0.67,1.45,1.29,1.14,-0.45999999999999996
2010-05-31 00:00:00,2.09,1.32,0.72,1.53,1.35,2.49,-0.20500000000000007
2010-06-01 00:00:00,0.9,-0.2,-1.32,1.11,0.52,0.39,-1.4700000000000002
2010-06-02 00:00:00,0.9,-0.2,-1.32,1.11,0.52,0.39,-1.4700000000000002
2010-06-03 00:00:00,1.29,2.24,2.06,0.95,1.05,1.58,0.7
2010-06-04 00:00:00,-0.67,-0.84,1.22,-0.22,-0.2,-0.3,0.905
2010-06-07 00:00:00,-1.97,-2.19,-1.04,-2.49,-2.03,-2.39,0.5149999999999999
2010-06-08 00:00:00,1.59,1.05,0.6,1.36,1.25,1.69,-0.33000000000000007
2010-06-09 00:00:00,-0.01,0.12,-0.78,-0.7,-0.28,-1.14,-0.605
2010-06-10 00:00:00,0.59,0.16,0.27,0.89,0.6,0.72,-0.245
2010-06-11 00:00:00,1.17,1.71,1.14,0.8,0.22,0.3,-0.265
2010-06-14 00:00:00,1.08,1.07,0.83,0.58,0.04,0.4,-0.21500000000000008
2010-06-15 00:00:00,0.09,-0.44,0.42,0.16,0.3,0.68,0.42500000000000004
2010-06-16 00:00:00,0.52,0.31,1.52,-0.29,0.09,0.4,0.845
2010-06-17 00:00:00,-0.11,-0.15,0.43,-0.09,0,0.08,0.355
2010-06-18 00:00:00,-0.19,0.13,0.34,-0.58,0,-0.3,0.405
2010-06-21 00:00:00,1.37,2.44,1,0.61,0.2,0.57,-0.20500000000000007
2010-06-22 00:00:00,-0.39,-0.1,-0.91,-0.04,-0.13,-0.39,-0.43500000000000005
2010-06-23 00:00:00,-0.4,0.28,-0.93,-0.17,-0.15,-0.21,-0.28500000000000003
2010-06-24 00:00:00,1.29,0.8,0.75,0.7,0.15,0.35,-0.44499999999999995
2010-06-25 00:00:00,-0.7,-0.85,-0.71,0.09,-0.4,-0.28,-0.19
2010-06-28 00:00:00,-0.08,0.05,0.21,-0.12,-0.03,0.28,0.345
2010-06-29 00:00:00,-1.73,-1.56,-1.27,-1.71,-1.06,-1.84,0.1649999999999998
2010-06-30 00:00:00,-0.01,-0.54,-0.63,-0.31,0.19,0.08,-0.11500000000000002
2010-07-01 00:00:00,0.06,-0.56,-1.59,0.25,0.23,-0.18,-1.04
2010-07-02 00:00:00,-0.02,-0.13,-2.58,0.41,-0.22,-0.08,-1.5250000000000001
2010-07-05 00:00:00,0.34,0.35,-0.39,0.45,0.27,-0.1,-0.64
2010-07-06 00:00:00,0.12,0.11,1.92,0.15,-0.14,-0.08,0.7849999999999999
2010-07-07 00:00:00,-0.59,-0.58,-0.87,-0.13,-0.07,-0.21,-0.18000000000000005
2010-07-08 00:00:00,1.15,1.65,0.95,0.48,0.79,0.83,0.07499999999999996
2010-07-09 00:00:00,0.46,1.57,1.69,0.47,0.61,0.47,0.6150000000000001
2010-07-12 00:00:00,0.38,0.27,1.54,0.62,0.42,1,0.77
2010-07-13 00:00:00,0.78,0.36,-0.67,0.38,0.22,0.42,-0.7050000000000001
2010-07-14 00:00:00,2.3,1.42,0.9,0.76,0.77,0.48,-0.8399999999999999
2010-07-15 00:00:00,-0.42,-0.38,-0.04,0.1,-0.17,0,0.13999999999999999
2010-07-16 00:00:00,-0.36,-0.72,-1.27,0.1,-0.24,-1.21,-1.1099999999999999
2010-07-19 00:00:00,-0.56,-0.55,0.02,1,-0.04,-0.28,-0.35
2010-07-20 00:00:00,0.69,0.26,0.08,0.47,0.21,0.48,-0.3
2010-07-21 00:00:00,-0.07,1.06,0.26,-0.42,0.09,-0.09,0.33
2010-07-22 00:00:00,-0.83,-0.19,-2.19,-1.34,-1.46,-1.67,-0.845
2010-07-23 00:00:00,1.55,1.72,0.27,-0.03,0.36,0.47,-0.39
2010-07-26 00:00:00,0.91,0.17,1.6,0.4,0.56,0.74,0.5149999999999999
2010-07-27 00:00:00,-0.3,-0.07,0.19,-0.05,0.14,0.09,0.315
2010-07-28 00:00:00,0.03,0.49,-0.17,-0.13,0.22,0.01,-0.03
2010-07-29 00:00:00,-0.51,0.06,-0.66,-0.46,-0.36,-0.06,0.125
2010-07-30 00:00:00,-0.78,-1.2,0.24,-0.52,0.12,0.39,0.9650000000000001
2010-08-02 00:00:00,0.84,0.66,2.56,-0.46,0.58,0.35,1.2650000000000001
2010-08-03 00:00:00,0.34,0.49,0.48,-0.46,0.1,0.24,0.42
2010-08-04 00:00:00,1.01,-0.19,-0.41,0.24,-0.05,-0.17,-0.915
2010-08-05 00:00:00,-0.18,-0.04,-1.1,0.82,-0.25,-0.75,-1.245
2010-08-06 00:00:00,0.78,0.26,-0.99,0.45,0.43,0.5,-0.86
2010-08-09 00:00:00,0.85,0.39,0.11,1.95,0.76,0.53,-1.0799999999999998
2010-08-10 00:00:00,-0.47,-0.14,-1.07,0.18,-0.53,-0.49,-0.635
2010-08-11 00:00:00,-1.65,-1.27,-1.26,-1.26,-1.35,-1.6,0.02499999999999991
2010-08-12 00:00:00,-1.91,-2.21,-1.82,-0.5,-0.86,-1.32,-0.365
2010-08-13 00:00:00,1.27,1.08,2.16,0.79,0.99,1.02,0.56
2010-08-16 00:00:00,-0.49,-0.25,0.12,0.55,-0.19,-0.19,-0.06500000000000003
2010-08-17 00:00:00,0.75,0.73,0.53,-0.07,-0.08,0.2,0.025000000000000022
2010-08-18 00:00:00,1.03,0.3,0.42,-0.24,-0.06,0.04,-0.16500000000000004
2010-08-19 00:00:00,0.4,0.9,1.88,0.23,0.2,0.89,1.07
2010-08-20 00:00:00,-0.37,-0.38,0.15,0.65,0.02,-0.08,-0.10500000000000001
2010-08-23 00:00:00,0.25,0.03,-1.74,0.45,-0.23,-0.33,-1.3849999999999998
2010-08-24 00:00:00,-0.41,-0.73,0.13,-0.7,-0.3,-0.7,0.26999999999999996
2010-08-25 00:00:00,-2,-1.29,-1.56,-1.25,-0.87,-0.91,0.3899999999999999
2010-08-26 00:00:00,-1.06,-0.44,0.39,-1.72,-0.56,-0.57,1.3000000000000003
2010-08-27 00:00:00,0.13,-0.22,0.3,-0.91,-0.56,-0.46,0.31
2010-08-30 00:00:00,1.94,1.76,1.64,1.04,0.75,1.25,-0.04500000000000015
2010-08-31 00:00:00,-0.92,-1.35,-0.36,-0.25,-0.33,-0.21,0.3
2010-09-01 00:00:00,1.13,0.74,2.27,0.63,0.55,0.88,0.6950000000000001
2010-09-02 00:00:00,0.42,0.59,0.92,0.52,0.47,0.1,0.040000000000000036
2010-09-03 00:00:00,0.64,0.27,0.18,0.51,0.4,0.45,-0.25999999999999995
2010-09-06 00:00:00,0.5,0.83,0.46,0.95,0.65,0.95,-0.020000000000000018
2010-09-07 00:00:00,-0.49,-0.02,-0.64,-0.42,0.01,-0.04,0.11499999999999994
2010-09-08 00:00:00,-0.88,-0.94,0.41,-0.63,-0.45,-0.35,0.785
2010-09-09 00:00:00,0.45,0,0.98,0.25,-0.01,0.25,0.265
2010-09-10 00:00:00,1.48,1.25,0.61,0.02,0.47,0.68,-0.10499999999999998
2010-09-13 00:00:00,1.15,0.5,1.59,-0.1,-0.15,0.05,0.29500000000000015
2010-09-14 00:00:00,0.25,-0.23,-0.11,-0.15,-0.45,-0.82,-0.515
2010-09-15 00:00:00,0.79,0.64,0.08,0.33,-0.17,-0.39,-0.7150000000000001
2010-09-16 00:00:00,-0.02,-0.51,-1.24,0.22,0.09,0.03,-0.705
2010-09-17 00:00:00,1.12,0.85,0.62,0.27,0.3,-0.03,-0.4000000000000001
2010-09-20 00:00:00,-0.32,0.14,0.86,0.17,0.28,0.35,0.6799999999999999
2010-09-21 00:00:00,-0.32,0.14,0.86,0.17,0.28,0.35,0.6799999999999999
2010-09-22 00:00:00,-0.32,0.14,0.86,0.17,0.28,0.35,0.6799999999999999
2010-09-23 00:00:00,-0.32,0.14,0.86,0.17,0.28,0.35,0.6799999999999999
2010-09-24 00:00:00,0.6,0.17,1.9,0.44,0.34,0.81,0.835
2010-09-27 00:00:00,0.58,0.84,0.93,0.47,0.33,0.15,0.015000000000000124
2010-09-28 00:00:00,-0.18,-0.47,0.13,-0.13,-0.11,-0.39,0.024999999999999994
2010-09-29 00:00:00,0.92,1.07,-0.31,0.7,0.27,0.52,-0.7050000000000001
2010-09-30 00:00:00,0.35,0.27,0.56,0.16,0.64,-0.02,0.015000000000000013
2010-10-01 00:00:00,0.86,0.37,-0.55,0.69,0.32,0.57,-0.7649999999999999
2010-10-04 00:00:00,1.14,0.27,-0.7,-0.52,0.19,0.34,-0.4899999999999999
2010-10-05 00:00:00,1.03,-0.06,-0.48,-0.08,-0.09,-0.03,-0.73
2010-10-06 00:00:00,0.74,1.44,1.61,0.64,0.65,0.58,0.405
2010-10-07 00:00:00,0.3,-0.3,-0.08,-0.3,0.16,-0.32,-0.2
2010-10-08 00:00:00,-0.07,-0.56,0.17,0.15,0.34,0.33,0.21000000000000002
2010-10-11 00:00:00,-0.04,-0.72,-0.11,0.13,0.21,0.73,0.265
2010-10-12 00:00:00,-0.5,-1.23,-1.49,-0.61,-0.26,-0.29,-0.3350000000000001
2010-10-13 00:00:00,1.31,0.07,0.62,0.49,0.79,0.78,-0.20000000000000007
2010-10-14 00:00:00,0.99,0.78,2.46,0.99,0.63,1.31,0.895
2010-10-15 00:00:00,0.24,0.46,-0.18,1.05,0.42,0.98,-0.245
2010-10-18 00:00:00,-1.43,-0.91,-1.97,1.26,1.22,1.43,-0.18500000000000005
